# 
#     Column Definitions:
#     - Total Potential Responses: All survey participants, including those who left the question blank.
#     - Non-empty Responses: All responses that are not null or empty string.
#     - Informative Responses: Responses that are not classified as non-informative (e.g., not "N/A", "No comment", etc.).
#     - Response: Individual informative responses, with each response on a separate row.
#     
"Question","Institution","Total Potential Responses","Non-empty Responses","Informative Responses","Response"
"","","","","","The campus cafeteria does not really have reliable food for those with dietary needs such as gluten free. I have not looked in the last 3 years, but before that the staff did not know how to keep food gluten free and had only very old food (same food served day after day for about a week) at the ""free from"" station. Also the choices were odd, heavily spiced with odd spices at least for people who have dietary issues. A simple gluten free rice and beans option would be appreciated. I would have no trouble if the same beans were served for a week at a time, but there are many foods that are not appealing after the second day."
"","","","","","too much junk food"
"","","","","","I find the food rather expensive and not appealing, so I usually do not buy food on campus."
"","","","","","La Posada and the UNM University Club routinely offer healthy options. "
"","","","","","Too much fast food, UNM Chartwell holds too much power over dining options"
"","","","","","Very limited!"
"","","","","","I would appreciate more options that are not fried foods, New Mexican foods, pizza or burgers. More options for vegetables and lean meats or seafood would be nice."
"","","","","","Only place to get a ""nutritious"" meal is faculty/staff club"
"","","","","","I wish it were easier to get healthy HIGH-calorie vegetarian food."
"","","","","","Healthy options (at the SUB) aren't great. Wish there were more fresh options."
"","","","","","The food options are not nutritious and they are expensive. I say this knowing I have so many choices compared to CNMCC down the street (used to work there), yet they are not good enough. If I am desperate, I will buy a bean burrito since it is somewhat nutritious and priced alright.  "
"","","","","","We need less fast-food and more healthy options on main campus."
"","","","","","poor"
"","","","","","We could use carts or other small vendors outside. There are many options immediately adjacent to campus, but little reason to eat on campus"
"","","","","","Not much variety on north campus at UNM Albuquerque (HSC).  Bistro is available and fairly expensive. "
"","","","","","I seldom purchase food on campus. I bring my food with me. "
"","","","","","I work on UNM North Campus, there is a great cafeteria that gives employee discount in the hospital"
"","","","","","Rather expensive. "
"","","","","","I've only seen fast food at the hub, NOT nutritious food. I've been eating more fastfood lately because I can eat for under $3 if I'm smart about it, but it's not nutritious."
"","","","","","It dose not have good quality and is very expensive. "
"","","","","","most food is fast food; nutrition is not the focus"
"","","","","","I'm vegan and bring my own lunch since it is less expensive and healthier than the available offerings."
"","","","","","The options are slim and pricey. "
"","","","","","purchasing healthy food on campus is very expensive - it would be great if there were cheaper options"
"","","","","","Excellent availability , affordable "
"","","","","","on north campus there are significantly limited options"
"","","","","","Good options, but tends to be pricey. "
